#{"t_start": 1732831796.8032212, "env_id": "None"}
r,l,t
-91.81477,4,2.300884
-93.68837,5,2.304132
-95.66745,3,2.306059
-89.00156,5,2.30608
-96.485756,3,2.306092
-82.99713,8,2.307791
-83.96629,9,2.309488
-95.75797,3,2.31131
-93.85298,3,2.311331
-97.49682,3,2.313017
-96.37443,3,2.316486
-83.53103,7,2.316507
-98.24951,2,2.316518
-81.162926,7,2.318215
-94.21168,5,2.320138
-91.80012,6,2.320159
-98.24951,2,2.320171
-98.118965,2,2.321853
-96.68967,4,2.32356
-97.151054,3,2.328361
-86.31256,8,2.330081
-85.19826,6,2.333527
-83.4172,8,2.335401
-85.54332,8,2.335429
-98.24951,2,2.337373
-95.87587,4,2.337395
-98.118965,2,2.339208
-97.67107,2,2.339229
-98.04925,2,2.340969
-98.118965,2,2.342822
-71.24499,12,2.342844
-80.42676,8,2.346707
-89.78144,5,2.346729
-97.43355,2,2.34674
-95.51732,4,2.34842
-88.100845,6,2.35012
-93.90879,3,2.351926
-93.84487,3,2.351947
-91.13561,4,2.355316
-90.886925,7,2.355337
-98.24951,2,2.358714
-96.53514,4,2.358735
-98.118965,2,2.362115
-88.45477,6,2.362137
-77.445076,10,2.363844
-90.23039,6,2.365534
-93.014015,4,2.368888
-98.24951,2,2.368908
-91.75237,5,2.370737
-86.076935,7,2.370758
-89.56125,5,2.372574
-98.118965,2,2.372595
-97.547165,2,2.374295
-97.32829,3,2.377518
-94.055885,3,2.379202
-56.87997,19,2.382413
-81.85227,8,2.385659
-91.17042,6,2.387484
-97.13931,3,2.387505
-98.027275,3,2.392492
-93.68131,4,2.392513
-82.96569,14,2.392524
-64.15046,16,2.397312
-77.81983,12,2.399007
-86.46272,6,2.402272
-89.93195,5,2.407444
-69.58543,12,2.40747
-85.32803,9,2.407482
-78.31112,10,2.409168
-93.80728,4,2.414746
-71.80937,10,2.414768
-91.48853,4,2.41478
-92.620926,4,2.418328
-97.328,3,2.425275
-83.93297,8,2.429389
-93.09499,4,2.429413
-95.740486,4,2.433601
-94.884445,3,2.441194
-94.280106,3,2.444843
-60.236446,15,2.448963
-98.118965,2,2.453051
-85.64745,6,2.456797
-96.51933,4,2.45724
-85.46213,9,2.468955
-86.187935,6,2.468985
-72.8089,15,2.470835
-87.97795,5,2.470857
-98.118965,2,2.472818
-87.34438,6,2.472839
-84.966324,7,2.472851
-98.24951,2,2.476444
-98.118965,2,2.476466
-93.79754,4,2.476478
-97.45461,3,2.478161
-89.7175,5,2.480016
-97.40557,2,2.480038
-96.840034,3,2.481735
-98.24951,2,2.483587
-83.857445,7,2.483608
-98.118965,2,2.48542
-94.114075,3,2.485441
-87.02419,7,2.490292
-89.81642,6,2.493668
-76.52019,10,2.493689
-85.818016,7,2.495501
-91.24038,6,2.495522
-92.27108,7,2.497224
-95.10764,3,2.498919
-98.118965,2,2.500674
-94.83324,4,2.502389
-87.382324,6,2.504112
-92.10174,4,2.50751
-98.24951,2,2.507531
-93.363304,5,2.510751
-77.81264,10,2.512449
-90.24172,4,2.514154
-97.11196,3,2.517499
-98.24951,2,2.51752
-91.572044,5,2.519214
-72.25443,13,2.521136
